SCP #,Title,rating,Classification,Type,Related GOI(s),Location Notes,Author,Leaked info,Humanoid or Structure,"Animal, Computer or Extradimensional",Autonomous or Cognitohazard),"Artifact, Location or Sentient",Summary,Gender,,Ethnicity / Origins
2423,Site-██,,euclid,humanoid,,,,,humanoid,,,,,,,
2424,Hostile Walrus Cyborg research ongoing,,euclid,animal,,,,,,animal,,sentient,,,,
2425,Fifth Church Recruitment Tool,,euclid,humanoid,Fifthist,,,,humanoid,,,,,,,
2426,FutureSkip/LuxeShop,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2427,A Thing Full of Stuff,,euclid,extradimensional,,,,,,extradimensional,,location,,,,
2428,Mr. Mad,,safe,humanoid,Dr. Wondertainment,,,,humanoid,,cognitohazard,sentient,,,,
2429,Octopus from the center of the [DATA REDACTED],,in deletion,[N/A],,,,,,,,,,,,
2430,Immortal Hitler Clone,,euclid,humanoid,GRU-P,,,,humanoid,,,sentient,,,,
2434,Carmageddon,,euclid,extradimensional,,,,,,extradimensional,autonomous,location,,,,
2437,The Man in the Box,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2440,The Sealed King,,keter,extradimensional,,,,,,extradimensional,cognitohazard,sentient,,,,
2442,Sometimes Therapy Is Merely Painful Truths,,keter,humanoid,,,,,humanoid,,,sentient,,,,
2444,The Arrogance of Kumbhakarna,,euclid,humanoid,,,,,humanoid,,,,,,,
2445,Wondertainment Logistics,,safe,visual,Dr. Wondertainment,,,,,,,,,,,
2446,"Mobile Task Force Lambda-5 (""White Rabbits"")",,keter,humanoid,,,,,humanoid,,,location,,,,
2447,Modular Animals,,euclid,animal,,,,,,animal,,sentient,,,,
2448,Castle of Guillaume the Guildmaster,,euclid,location,,,,,,,,location,,,,
2449,Unexpected Confinement,,keter,location,,,,,,,,location,,,,
2450,Teeth,,euclid,building,,,,,,,,,,,,
2451,"Love Through Time, Space and Species",,euclid,extradimensional,,,,,,extradimensional,,,,,,
2454,Negation,,euclid,humanoid,Fifthist,,,,humanoid,,,,,,,
2455,Possibilities Girl,,euclid,humanoid,,,,,humanoid,,,,,female,,white
2457,母を見たい,,safe,humanoid,,,,,humanoid,,,,,,,
2458,Music Hath Charms,,safe,auditory,,,,,,,,,,,,
2459,When the Traffic Clears,,euclid,location,,,,,,,,location,,,,
2460,Dark Satellite,,keter,extraterrestrial,,,,,,,,,,,,
2461,Aftermath,,safe,humanoid,Global Occult C.,,,,humanoid,,,,,,,
2463,An Emperor's Debt,,safe,ectoentropic,MC&D Ltd,,,,,,,,,,,
2464,Suspension,,keter,humanoid,,,,,humanoid,,,,,,,
2468,Wounded Child,,keter,humanoid,,,,,humanoid,extradimensional,,,,,,
2469,Sunny Valley,,euclid,humanoid,,,,,humanoid,,,location,,,,
2470,The Void Singularity,,keter,cognitohazard,,,,,,,cognitohazard,,,,,
2472,A Small Metal Air Coupler That Is Apparently Not Anomalous,,keter,tool,"Global Occult C.,Unusual Incidents U.",,,,,,,,,,,
2474,Irnini Mons,,keter,cognitohazard,,,,,,,cognitohazard,artifact / location,,,,
2475,Culinary Deduction,,euclid,building,,,,,,,,,,,,
2477,Inertial Dampeners,,euclid,extraterrestrial,,,,,,,,,,,,
2478,Ordinary Japanese People,,euclid,humanoid,Sarkicism,,,,humanoid,,,sentient,,,,
2480,An Unfinished Ritual,,neutralized,extradimensional,"Sarkicism,Global Occult C.",,,,,extradimensional,,,,,,
2481,Kill the Suns,,euclid,humanoid,"Sarkicism,Broken God",,,,humanoid,,,sentient / location,,,,
2482,Liquid Itch,,safe,toy,,,,,,,,,,,,
2483,Sad Swingset,,euclid,toy,,,,,,,,,,,,
2484,Parasitic Mayonnaise Worms,,safe,biohazard,,,,,,,,,,,,
2485,Drunkard's Dream,,safe,liquid,MC&D Ltd,,,,,,,,,,,
2488,Safety Harbor Milk Delivery Service,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
2489,A Political Machine,,euclid,humanoid,,,,,humanoid,,autonomous,,,,,
2490,Chaos Insurgency Special Operative Alpha-19,,keter,humanoid,Chaos Insurgency,,,,humanoid,,,,,,,
2493,One Man's Garbage,,euclid,humanoid,,,,,humanoid,extradimensional,,sentient,,,,
2496,A New Parallel Postulate,,safe,document,,,,,,,,,,,,
2498,The Big Storm of '78,,euclid,humanoid,,,,,humanoid,,,sentient / location,,,,
2499,Harmony of the Spheres,,safe,autonomous,,,,,,,autonomous,,,,,
2500,A Higher Purpose,,euclid,autonomous,,,,,,,autonomous,sentient,,,,
2501,The Claw,,safe,visual,MC&D Ltd,,,,,,,,,,,
2502,Be Sharp,,euclid,computer,,,,,,computer,,,,,,
2503,"Estimated Distance: 9,216 Years",,safe,building,,,,,,,,,,,,
2504,Emergency Services,,euclid,humanoid,,,,,humanoid,extradimensional,,sentient,,,,
2506,Niles is a Fixer,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2507,A Web Of Cliques,,euclid,sentient,,,,,,,,sentient,,,,
2509,Hardware Pets,,safe,autonomous,,,,,,,autonomous,sentient,,,,
2510,Our Broken Salvation,,euclid,extradimensional,"Sarkicism,Broken God",,,,,extradimensional,,,,,,
2511,Kappa Population Distribution: More in Mongolia than anywhere else,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2512,An Anomalous Area In Arizona,,euclid,location,,,,,,,,location,,,,
2513,"Also, Carthage Must Be Destroyed",,euclid,structure,,,,,structure,,,artifact,,,,
2514,A Dancer's Performance,,euclid,humanoid,,,,,humanoid,,autonomous,sentient,,,,
2515,Napoleon Crossing the Urals,,safe,cognitohazard,,,,,,,cognitohazard,artifact,,,,
2516,The Man from Taured,,euclid,humanoid,,,,,humanoid,,,,,,,
2520,Winters Past,,safe,clothing,,,,,,,,,,,,
2523,Goblin Market,,euclid,humanoid,,,,,humanoid,,,,,,,
2524,No Strings,,safe,artifact,,,,,,,,artifact,,,,
2525,Extraterrestrial Broadcaster,,euclid,artifact,,,,,,,,artifact,,,,
2526,Autophantotrophic,,euclid,biological,,,,,,,,,,,,
2527,Massy's Big Chance,,safe,computer,,,,,,computer,,,,,,
2528,Panda Processors,,euclid,computer,,,,,,computer,,,,,,
2529,Rest in Peace,,euclid,FILE HAS NO TAGS,,,,,,,,,,,,
2530,The Emerald Choir,,safe,animal,,,,,,animal,,,,,,
2532,Now Hiring,,keter,ectoentropic,,,,,,,,,,,,
2534,Future Pennies,,euclid,currency,,,,,,,,,,,,
2537,Werebricks,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2538,Where's the van!,,safe,ectoentropic,,,,,,,,,,,,
2540,Time Lime,,euclid,extradimensional,,,,,,extradimensional,,,,,,
2544,Traffic Sadhu,,euclid,mind-affecting,,,,,,,,,,,,
2545,The Gummy Barrel,,safe,container,,,,,,,,,,,,
2548,The Friendly Vacuum,,euclid,location,,,,,,,,location,,,,
2550,Depressed Albatross,,safe,alive,,,,,,,,,,,,
2552,A Delusion's Desperation,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2553,Juridical Person,,euclid,sentient,,,,,,,,sentient,,,,
2555,Growing Up,,safe,computer,,,,,,computer,autonomous,,,,,
2556,Indefinitely Suspended Stratojet,,safe,vehicle,Global Occult C.,,,,,,,,,,,
2557,A Holding of Envelope Logistics®,,keter,meta,,,,,,,,,,,,
2558,Horseshoe Beach First Baptist Church (Relocated),,safe,autonomous,,,,,,,autonomous,,,,,
2560,Polar Opposites,,safe,humanoid,,,,,humanoid,,,sentient,,,,
2563,Bones of Contention,,euclid,location,,,,,,,,location,,,,
2564,Willow Glen Community Hospital,,safe,building,,,,,,,,,,,,
2569,Blood Lamp,,safe,biohazard,,,,,,,,,,,,
2570,MCA and Heartbreak,,euclid,extradimensional,,,,,,extradimensional,,,,,,
2575,Dreaming of Outer Space,,euclid,extraterrestrial,,,,,,,,,,,,
2577,Falling Ships,,euclid,location,GRU-P,,,,,,,location,,,,
2581,Greeting Card Rapture,,euclid,contagion,,,,,,,,,,,,
2582,Hammer & Nail,,safe,building,,,,,,,,,,,,
2583,Dust to Dust,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2584,Loop Snakes,,safe,animal,,,,,,animal,,,,,,
2585,Savage Mountain,,euclid,humanoid,,,,,humanoid,,,,,,,
2588,The Collective Consciousness of Arthur H. Jones,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2590,Trailer Trash,,keter,humanoid,,,,,humanoid,,,,,,,
2591,Il duca avrà la vendetta,,euclid,humanoid,Prometheus Labs,,,,humanoid,,,sentient,,,,
2592,Milk and Bananas,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2595,A Hastened Evolution,,euclid,humanoid,,,,,humanoid,,autonomous,sentient,,,,
2599,Not Good Enough,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2600,The Empty Box,,keter,humanoid,Unusual Incidents U.,,,,humanoid,,,,,,,
2601,The Death of Insaera,,pending,humanoid,,,,,humanoid,,autonomous,sentient,,,,
2602,Exbibliothetic,,former library,building,,,,,,,,,,,,
2603,Its Maiden Voyage,,euclid,humanoid,"Oneiroi,GRU-P",,,,humanoid,,,sentient,,,,
2604,Not A Fence,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
2605,Caretaker,,euclid,humanoid,,,,,humanoid,,,,,,,
2606,Verminous Vessel,,safe,food,,,,,,,,,,,,
2610,Procreation,,neutralized,humanoid,Unusual Incidents U.,,,,humanoid,,,sentient,,,,
2611,Large and In Charge,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2612,The Weight of the World A Donkey and Its Cart,,safe,cognitohazard,,,,,,,cognitohazard,artifact,,,,
2613,Never Leave the Fallen,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2614,Sometimes I Go Out In Pity For Myself,,safe,media,,,,,,,,,,,,
2615,If You Believe,,keter,humanoid,,,,,humanoid,,,sentient,,,,
2616,"Shoo, Fly",,safe,animal,,,,,,animal,,sentient,,,,
2617,Winter Battalion Command,,safe,humanoid structure,GRU-P,,,,humanoid / structure,computer,autonomous,,,,,
2618,Jury-rigged Supertech,,euclid,humanoid,,,,,humanoid,extradimensional,,sentient,,,,
2622,Ambassador from the Mole People,,safe,humanoid,,,,,humanoid,,,sentient,,,,
2623,Distance,,euclid,humanoid,,,,,humanoid,,,,,,,
2625,Chipperee Mine,,euclid,humanoid,,,,,humanoid,,,sentient / location,,,,
2627,Boardwalk Empire,,safe,extradimensional,,,,,,extradimensional,,location,,,,
2631,Standard Containment Planet,,keter,extraterrestrial,,,,,,,,,,,,
2636,The Last Daughter of Thsassashan'aa,,keter,structure,,,,,structure,,,sentient,,,,
2642,Half of an Elephant's Face,,euclid,infohazard,,,,,,,,,,,,
2645,Through the Looking Glass,,euclid,extradimensional,,,,,,extradimensional,,,,,,
2650,Pediatric Pupaphobia,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2652,"That Deaf, Dumb and Blind Kid",,safe,humanoid,,,,,humanoid,,,sentient,,,,
2655,The Third Frog,,euclid,contagion,,,,,,,,,,,,
2656,The Idiot Box,,safe,electronic,,,,,,,,,,,,
2660,An object that removes darkness,,euclid,cognitohazard,Broken God,,,,,,cognitohazard,,,,,
2661,The Hoof Diary,,euclid,mathematical,,,,,,,,,,,,
2662,cthulhu f'UCK OFF!,,keter,humanoid,,,,,humanoid,,cognitohazard,sentient,,,,
2663,Dionysus,,euclid,sentient,,,,,,,,sentient,,,,
2665,The Miner's Escape,,safe,building,,,,,,,,,,,,
2666,Isles of Creation,,euclid,humanoid,,,,,humanoid,,autonomous,location,,,,
2667,The Sightseers of Provence,,safe,location,,,,,,,,location,,,,
2670,Somebody Else's God,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2673,The Hunter in Words,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
2675,The Cradle,,keter,aquatic,GRU-P,,,,,,,,,,,
2677,Obfuscation,,keter,sentient,,,,,,,,sentient,,,,
2680,The Gorillas Simply Freeze to Death,,keter,FILE HAS NO TAGS,,,,,,,,,,,,
2686,Moon Wizard,,euclid,humanoid,,,,,humanoid,,,location,,,,
2690,Angel's Tongue,,keter,transfiguration,,,,,,,,,,,,
2692,Remains of Subterranean France,,euclid,humanoid,,,,,humanoid,extradimensional,,,,,,
2696,The Haunted Victorian Mansion of Dark Peak,,keter,humanoid,,,,,humanoid,,,,,,,
2697,Fire Season,,euclid,location,,,,,,,,location,,,,
2698,O Great One Communing Human via Computer,,euclid,extradimensional computer,,,,,,extradimensional / computer,,sentient,,,,
2699,Counterfeit Creatures,,safe,humanoid,,,,,humanoid,animal,,sentient,,,,
2700,Teleforce,,safe,computer,,,,,,computer,,,,,,
2701,True Solitary,,safe,extradimensional,,,,,,extradimensional,,,,,,
2702,Professor Abnormal's Science Lab,,keter,humanoid,,,,,humanoid,,,sentient,,,,
2703,For a Good Time Call,,euclid,animal,,,,,,animal,,sentient,,,,
2704,Ancient Petrospheres,,euclid,acoustic,,,,,,,,,,,,
2705,Caged in Earth,,euclid,subterranean,,,,,,,,,,,,
2706,Resurrection Forest,,keter,location,,,,,,,,location,,,,
2707,The Ratatoskr Lineage,,euclid,animal,,,,,,animal,,sentient,,,,
2710,A Certain Breach,,keter,sentient,,,,,,,,sentient,,,,
2711,定海神针 如意金箍棒,,safe,artifact,,,,,,,,artifact,,,,
2712,The Entry for SCP-2712 in the Foundation Database,,safe,sentient,,,,,,,,sentient,,,,
2713,Exotic Stars,,safe,humanoid,Global Occult C.,,,,humanoid,extradimensional,,sentient,,,,
2714,Billions of Blue Blistering,,safe,animal,"Sarkicism,Are We Cool Yet?",,,,,animal,,,,,,
2716,ASTRONAUT SMITH'S SPACE-TACULAR TREASURE HUNT!,,euclid,artifact,,,,,,,,artifact,,,,
2717,Fatberg,,euclid,animal,,,,,,animal,,,,,,
2718,What Happens After,,DAMMERUNG,infohazard,,,,,,,,,,,,
2719,Inside,,keter,concept,,,,,,,,,,,,
2720,Penguin Honeymoon Suite,,safe,extradimensional,,,,,,extradimensional,autonomous,,,,,
2721,Eli and Lyris,,euclid,sentient,,,,,,,,sentient,,,,
2722,SCPS Solidarity,,euclid,extraterrestrial,,,,,,,,,,,,
2725,Akron and Nemesis,,euclid,animal,,,,,,animal,,,,,,
2727,Добрых мужчин,,euclid,humanoid structure,,,,,humanoid / structure,animal,autonomous,,,,,
2730,Undiscovered Artists,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
2731,When Hell Freezes Over,,euclid,extradimensional,,,,,,extradimensional,,,,,,
2733,Head Cabinet,,safe,building,,,,,,,,,,,,
2735,Ancient Methanogens,,safe,animal,,,,,,animal,,sentient,,,,
2737,A Dead Lamprey,,safe,animal,,,,,,animal,,,,,,
2740,It Wasn't There,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
2741,A Sinister Device,,safe,container,,,,,,,,,,,,
2743,Nadia,,keter,humanoid,,,,,humanoid,,autonomous,sentient,,,,
2746,████ is dead.,,euclid,structure,,,,,structure,extradimensional / animal,,,,,,
2748,Driving Roadkill from Xiangxi,,safe,location,Global Occult C.,,,,,,,location,,,,
2749,It's Just Business,,safe,clothing,,,,,,,,,,,,
2750,Navajo Skinwalkers,,euclid,humanoid,,,,,humanoid,animal,,sentient,,,,
2752,Junk Male,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
2755,Brevity of Writ,,safe,liquid,,,,,,,,,,,,
2756,Surreal Landscaper,,keter,transfiguration,,,,,,,,,,,,
2760,Eccentric Flailing Air-powered Dragons,,safe,animal,,,,,,animal,autonomous,sentient,,,,
2762,Moon Snakes,,euclid,autonomous,GRU-P,,,,,,autonomous,,,,,
2764,The Eldritch Antarctic,,keter,sentient,,,,,,,,sentient,,,,
2765,Caveat Dei,,safe,location,,,,,,,,location,,,,
2767,We're Gonna Start the Fire,,keter,cognitohazard,,,,,,,cognitohazard,,,,,
2768,Human Potential,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2770,The Lure,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2771,Border Duty,,euclid,humanoid,,,,,humanoid,,,location,,,,
2772,Real Life Memorial For A Virtual Non-Existence,,euclid,location,,,,,,,,location,,,,
2774,The Slow Burn Sloth,,keter,humanoid,,,,,humanoid,,,,,,,
2775,Bootleg Hoomans,,euclid,sentient,,,,,,,,sentient,,,,
2776,Mr. President,,euclid,humanoid,MC&D Ltd,,,,humanoid,,,sentient,,,,
2777,He Who Would Be King,,euclid,humanoid structure,,,,,humanoid / structure,,,sentient,,,,
2780,"Temporal Anomaly, 618 Evergreen St.",,safe,building,,,,,,,,,,,,
2782,The Flock,,safe,animal,,,,,,animal,,sentient,,,,
2787,A Bridge in ████████,,euclid,computer,,,,,,computer,,location,,,,
2788,God is Red Rich,,euclid,humanoid,,,,,humanoid,,,,,,,
2789,Self-Replicating Fast Food Chain,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
2790,You've Got a Squid in Me,,BFF,cognitohazard,,,,,,,cognitohazard,,,,,
2796,Invisible Ink,,safe,visual,,,,,,,,,,,,
2797,Белки,,euclid,animal,Prometheus Labs,,,,,animal,,,,,,
2798,This Dying World,,thaumiel,extraterrestrial,,,,,,,,,,,,
2799,The Navigator,,thaumiel,mind-affecting,,,,,,,,,,,,
2800,Cactusman,,safe,humanoid,,,,,humanoid,,,sentient,,,,
2801,A Dress-Up Box,,safe,clothing,,,,,,,,,,,,
2802,Un-woodpeckers,,euclid,animal,,,,,,animal,,,,,,
2803,TotleighSoft,,keter,computer,,,,,,computer,,sentient,,,,
2805,Disney on Ice,,euclid,humanoid,Oneiroi,,,,humanoid,,cognitohazard,,,,,
2806,We Have the Technology,,safe,electronic,"MC&D Ltd,Anderson Robotics",,,,,,,,,,,
2808,Doomsday,,euclid,concept,,,,,,,,,,,,
2810,Organism.R.G.A.N.I.S.M.,,euclid,biohazard,,,,,,,,,,,,
2811,Kali Yuga,,safe,autonomous,,,,,,,autonomous,,,,,
2812,Echoes of Yesterday,,euclid,humanoid,,,,,humanoid,,autonomous,,,,,
2813,Ghost Ship,,euclid,extraterrestrial,GRU-P,,,,,,,,,,,
2814,Heretic of the Torch,,safe,artifact,,,,,,,,artifact,,,,
2816,Nuclear Forgery,,safe,humanoid,,,,,humanoid,,,,,,,
2818,A Gun That Shoots People,,safe,Weapon,,,,,,,,,,,,
2819,Bond Beetles,,euclid,animal,,,,,,animal,,sentient,,,,
2824,The Once and Future King,,safe,humanoid structure,,,,,humanoid / structure,,,,,,,
2828,Antimemetic Body Part,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
2830,the Knowledge,,safe,extradimensional,,,,,,extradimensional,,,,,,
2833,Lineage of Vaski,,keter,humanoid,Sarkicism,,,,humanoid,,,sentient,,,,Indian
2837,Ancient Physics,,safe,cube,,,,,,,,,,,,
2838,Stellar Reincarnation Column,,safe,extraterrestrial,,,,,,,,,,,,
2840,Apex Nightmare,,euclid,mind-affecting,,,,,,,,,,,,
2843,The Micro Landscape,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
2844,Gary of the Paperclips,,keter,computer,Broken God,,,,,computer,,sentient,,,,
2845,THE DEER,,keter,animal,,,,,,animal,,sentient,,,,
2846,The Squid and the Sailor,,keter,humanoid,,,,,humanoid,,,location,,,,
2848,Leave It All Behind,,neutralized,sentient,,,,,,,,sentient,,,,
2850,Vespidonts,,euclid,animal,,,,,,animal,,,,,,
2851,Red,,safe,sentient,,,,,,,,sentient,,,,
2852,Cousin Johnny,,keter,humanoid,,,,,humanoid,,,sentient,,,,
2856,Motherhood,,euclid,visual,,,,,,,,,,,,
2862,Beholder,,euclid,animal,,,,,,animal,,sentient,,,,
2865,Jeremy's Kingdom,,euclid,humanoid,,,,,humanoid,,,location,,,,
2866,Graffiti Activist,,euclid,sentient,,,,,,,,sentient,,,,
2870,General Malaise,,euclid,autonomous,,,,,,,autonomous,sentient,,,,
2872,A Fast Horse,,keter,animal,,,,,,animal,,,,,,
2875,The Town That Got Fucked By Bears,,keter,animal,,,,,,animal,,location,,,,
2878,Reverse Cyborg,,euclid,mechanical,,,,,,,,,,,,
2880,The Empire of Savaki,,safe,artifact,,,,,,,,artifact,,,,
2881,The Tree You Cannot Climb,,safe,plant,,,,,,,,,,,,
2882,Overwriting Myself For A Faraway Dream,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2884,One Nation Under CCTV,,euclid,humanoid,,,,,humanoid,,,,,,,
2887,London Terminus,,safe,extradimensional,,,,,,extradimensional,,location,,,,
2888,Again and Again and Again,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2890,Magic Certainly,,euclid,clothing,,,,,,,,,,,,
2894,Phantom Island,,neutralized,location,,,,,,,,location,,,,
2898,A Persistence of Memory,,safe,humanoid,,,,,humanoid,,autonomous,,,,,
2899,A Collection of Debris in the North Pacific Gyre,,euclid,autonomous,,,,,,,autonomous,artifact,,,,
2900,Nobody gets left behind,,euclid,artifact,,,,,,,,artifact,,,,
2901,Mothman,,euclid,extradimensional animal,,,,,,extradimensional / animal,,sentient,,,,
2902,The Human Skeleton Closet (and his cat),,euclid,humanoid,Herman Fuller,,,,humanoid,,,sentient,,,,
2903,Garden of the Manichees,,euclid,cognitohazard,,,,,,,cognitohazard,location,,,,
2905,A Web Wrapped With Roses and Poisons,,euclid,location,,,,,,,,location,,,,
2906,&,,keter,cognitohazard,"Unusual Incidents U.,Anderson Robotics",,,,,,cognitohazard,,,,,
2907,Won't Get Fooled Again,,euclid,animal,,,,,,animal,,,,,,
2909,The Kind Of Neverland One Never Wishes For,,safe,humanoid,,,,,humanoid,,,sentient,,,,
2910,That Only a Mother,,euclid,reproductive,,,,,,,,,,,,
2911,"Mikio, a Fisherman",,safe,humanoid,,,,,humanoid,,,,,,,Japanese
2913,A Total Ripoff,,safe,autonomous,,,,,,,autonomous,sentient,,,,
2914,Deconstruction Cabinet,,safe,container,,,,,,,,,,,,
2915,Frostee-Flesh,,euclid,building,,,,,,,,,,,,
2917,USS Enterprise,,safe,artifact,,,,,,,,artifact,,,,
2920,What Did You Expect?,,euclid,city,,,,,,,,,,,,
2922,Notes From the Under,,euclid,electronic,,,,,,,,,,,,
2923,X-Men Syndrome,,safe,ectoentropic,Dr. Wondertainment,,,,,,,,,,,
2925,Sphere of Influence,,euclid,extradimensional,"GRU-P,Chaos Insurgency",,,,,extradimensional,,artifact,,,,
2926,Image Corrector,,safe,computer,,,,,,computer,cognitohazard,,,,,
2928,The 21st Discipline,,euclid,humanoid,,,,,humanoid,,cognitohazard,sentient,,,,
2929,Undulating Obsidian Monolith,,euclid,sentient,,,,,,,,sentient,,,,
2930,Cross City City City City Hall,,safe,infohazard,,,,,,,,,,,,
2931,Twin Bed,,safe,humanoid,,,,,humanoid,,,sentient,,,,
2932,Titania's Prison,,thaumiel,structure,,,,,structure,,,,,,,
2933,Mr. Scary,,euclid,humanoid structure,"The Factory,Dr. Wondertainment",,,,humanoid / structure,,,sentient,,,,
2934,The Tower and the Pit,,euclid,building,The Factory,,,,,,,,,,,
2937,A Pottery Set,,euclid,container,,,,,,,,,,,,
2938,Unpredictably Reactive Substance,,safe,cognitohazard,,,,,,,cognitohazard,,,,,
2940,The Light Courier,,euclid,humanoid,,,,,humanoid,animal,,sentient,,,,
2941,Do Not Eat or Inspire,,euclid,sentient,,,,,,,,sentient,,,,
2945,USB ██.0,,safe,computer,,,,,,computer,,,,,,
2948,Repeating Bomb,,safe,Weapon,,,,,,,,,,,,
2950,Just A Chair,,safe,infohazard,Serpents Hand,,,,,,,,,,,
2953,Polymorphism-Inducing Rocks,,safe,transfiguration,,,,,,,,,,,,
2954,Looping Kaiju Killing,,euclid,Weapon,,,,,,,,,,,,
2955,Every Wandering Golden City of the Caesars,,euclid,subterranean,,,,,,,,,,,,
2960,The Show MUST Go On…,,safe,autonomous,,,,,,,autonomous,,,,,
2962,Supacansa,,keter,building,,,,,,,,,,,,
2965,A Pony Express,,euclid,miniature,,,,,,,,,,,,
2966,InfiniTP,,keter,appliance,,,,,,,,,,,,
2967,Australian Selkie,,safe,humanoid,,,,,humanoid,animal,,,,,,
2969,In Your Own Words,,euclid,humanoid,,,,,humanoid,,,sentient,,,,
2970,Holy Misplacement,,keter,humanoid,,,,,humanoid,,,sentient,,,,African
2971,Whole Lotta (Reality) Shakin' Goin' On!,,euclid,cognitohazard,,,,,,,cognitohazard,,,,,
2972,Somebody Else's Parking Lot In Sebastopol,,safe,location,Unusual Incidents U.,,,,,,,location,,,,
2975,Another Sun,,neutralized,building,Serpents Hand,,,,,,,,,,,
2976,Hall of the Last King,,safe,mind-affecting,,,,,,,,,,,,
2977,Periscope Ants,,euclid,animal,,,,,,animal,,,,,,
2978,Motherburg,,safe,humanoid,,,,,humanoid,computer,,,,,,
